filename,emotion,pixels
im2026.png,happy,[ 23  23  23 ... 207 207 207]
im1659.png,happy,[239 239 239 ...  10  10  10]
im5719.png,happy,[2 2 2 ... 6 6 6]
im1282.png,happy,[ 51  51  51 ... 204 204 204]
im5911.png,happy,[65 65 65 ... 76 76 76]
im5702.png,happy,[207 207 207 ...  26  26  26]
im5168.png,happy,[36 36 36 ... 84 84 84]
im169.png,happy,[106 106 106 ... 123 123 123]
im6397.png,happy,[  9   9   9 ... 162 162 162]
im4990.png,happy,[198 198 198 ...  75  75  75]
im3629.png,happy,[ 26  26  26 ... 148 148 148]
im6036.png,happy,[62 62 62 ... 44 44 44]
im1836.png,happy,[74 74 74 ...  0  0  0]
im220.png,happy,[ 31  31  31 ... 166 166 166]
im1769.png,happy,[ 48  48  48 ... 181 181 181]
im724.png,happy,[  1   1   1 ... 183 183 183]
im4333.png,happy,[49 49 49 ... 37 37 37]
im6037.png,happy,[148 148 148 ...  34  34  34]
im6274.png,happy,[ 13  13  13 ... 133 133 133]
im5428.png,happy,[20 20 20 ... 10 10 10]
im1495.png,happy,[ 64  64  64 ... 251 251 251]
im885.png,happy,[ 17  17  17 ... 198 198 198]
im1653.png,happy,[67 67 67 ... 56 56 56]
im3958.png,happy,[87 87 87 ...  0  0  0]
im4612.png,happy,[151 151 151 ...  12  12  12]
im5570.png,happy,[171 171 171 ... 103 103 103]
im6905.png,happy,[147 147 147 ... 242 242 242]
im5323.png,happy,[ 44  44  44 ... 212 212 212]
im6178.png,happy,[255 255 255 ...  87  87  87]
im5416.png,happy,[175 175 175 ...  96  96  96]
im6071.png,happy,[129 129 129 ... 178 178 178]
im2085.png,happy,[214 214 214 ...   1   1   1]
im956.png,happy,[27 27 27 ... 32 32 32]
im6425.png,happy,[64 64 64 ... 38 38 38]
im7059.png,happy,[157 157 157 ...  60  60  60]
im1366.png,happy,[197 197 197 ...  20  20  20]
im5267.png,happy,[86 86 86 ...  9  9  9]
im6564.png,happy,[255 255 255 ... 118 118 118]
im1711.png,happy,[253 253 253 ...  44  44  44]
im1991.png,happy,[126 126 126 ...   7   7   7]
im2994.png,happy,[ 78  78  78 ... 215 215 215]
im6233.png,happy,[69 69 69 ...  2  2  2]
im6161.png,happy,[136 136 136 ...  17  17  17]
im5356.png,happy,[188 188 188 ...  21  21  21]
im2499.png,happy,[83 83 83 ... 21 21 21]
im809.png,happy,[ 19  19  19 ... 158 158 158]
im3681.png,happy,[64 64 64 ... 18 18 18]
im5240.png,happy,[181 181 181 ... 142 142 142]
im6492.png,happy,[187 187 187 ...  37  37  37]
im2425.png,happy,[110 110 110 ... 220 220 220]
im326.png,happy,[226 226 226 ... 223 223 223]
im4269.png,happy,[13 13 13 ... 44 44 44]
im1212.png,happy,[  4   4   4 ... 156 156 156]
im2312.png,happy,[ 55  55  55 ... 162 162 162]
im5960.png,happy,[177 177 177 ...  92  92  92]
im3103.png,happy,[242 242 242 ... 140 140 140]
im1209.png,happy,[ 51  51  51 ... 218 218 218]
im2242.png,happy,[60 60 60 ... 32 32 32]
im6539.png,happy,[188 188 188 ... 202 202 202]
im644.png,happy,[161 161 161 ... 198 198 198]
im2476.png,happy,[236 236 236 ... 118 118 118]
im764.png,happy,[119 119 119 ...  31  31  31]
im1379.png,happy,[ 0  0  0 ... 48 48 48]
im788.png,happy,[194 194 194 ...  86  86  86]
im7166.png,happy,[ 89  89  89 ... 192 192 192]
im6593.png,happy,[71 71 71 ... 43 43 43]
im1723.png,happy,[229 229 229 ... 234 234 234]
im577.png,happy,[33 33 33 ...  4  4  4]
im5759.png,happy,[220 220 220 ...  41  41  41]
im1362.png,happy,[190 190 190 ...  86  86  86]
im7118.png,happy,[200 200 200 ... 157 157 157]
im5299.png,happy,[120 120 120 ... 103 103 103]
im4669.png,happy,[101 101 101 ... 205 205 205]
im4558.png,happy,[ 64  64  64 ... 182 182 182]
im80.png,happy,[105 105 105 ... 118 118 118]
im5978.png,happy,[ 99  99  99 ... 185 185 185]
im6707.png,happy,[135 135 135 ... 146 146 146]
im3778.png,happy,[160 160 160 ...  70  70  70]
im6716.png,happy,[ 51  51  51 ... 181 181 181]
im1736.png,happy,[58 58 58 ... 35 35 35]
im6362.png,happy,[125 125 125 ...  41  41  41]
im6135.png,happy,[22 22 22 ... 60 60 60]
im5737.png,happy,[120 120 120 ... 120 120 120]
im2620.png,happy,[118 118 118 ...  11  11  11]
im2041.png,happy,[145 145 145 ...  29  29  29]
im3748.png,happy,[132 132 132 ... 161 161 161]
im6140.png,happy,[146 146 146 ...  87  87  87]
im5889.png,happy,[ 96  96  96 ... 101 101 101]
im611.png,happy,[150 150 150 ... 123 123 123]
im761.png,happy,[ 43  43  43 ... 139 139 139]
im1205.png,happy,[127 127 127 ... 151 151 151]
im1668.png,happy,[239 239 239 ... 101 101 101]
im4527.png,happy,[238 238 238 ...  11  11  11]
im3890.png,happy,[ 1  1  1 ... 49 49 49]
im4555.png,happy,[ 21  21  21 ... 231 231 231]
im743.png,happy,[ 79  79  79 ... 101 101 101]
im3015.png,happy,[49 49 49 ... 87 87 87]
im3203.png,happy,[254 254 254 ... 255 255 255]
im532.png,happy,[208 208 208 ...  34  34  34]
im5878.png,happy,[221 221 221 ... 145 145 145]
im3796.png,happy,[24 24 24 ... 67 67 67]
im3092.png,happy,[128 128 128 ...  31  31  31]
im3395.png,happy,[155 155 155 ... 166 166 166]
im1464.png,happy,[157 157 157 ... 137 137 137]
im6546.png,happy,[ 97  97  97 ... 221 221 221]
im1018.png,happy,[57 57 57 ... 42 42 42]
im413.png,happy,[255 255 255 ...  18  18  18]
im2477.png,happy,[214 214 214 ... 136 136 136]
im940.png,happy,[252 252 252 ... 183 183 183]
im454.png,happy,[ 34  34  34 ... 253 253 253]
im2544.png,happy,[68 68 68 ... 46 46 46]
im3154.png,happy,[146 146 146 ...  93  93  93]
im6568.png,happy,[ 8  8  8 ... 47 47 47]
im460.png,happy,[140 140 140 ...  36  36  36]
im6622.png,happy,[122 122 122 ...  73  73  73]
im829.png,happy,[ 59  59  59 ... 195 195 195]
im3027.png,happy,[11 11 11 ... 37 37 37]
im4520.png,happy,[57 57 57 ... 61 61 61]
im3258.png,happy,[225 225 225 ...  48  48  48]
im2886.png,happy,[74 74 74 ... 71 71 71]
im6457.png,happy,[249 249 249 ... 248 248 248]
im853.png,happy,[254 254 254 ... 255 255 255]
im4002.png,happy,[53 53 53 ... 85 85 85]
im6101.png,happy,[107 107 107 ...  17  17  17]
im5242.png,happy,[ 36  36  36 ... 162 162 162]
im3408.png,happy,[54 54 54 ... 42 42 42]
im3533.png,happy,[17 17 17 ...  2  2  2]
im596.png,happy,[38 38 38 ... 57 57 57]
im2007.png,happy,[112 112 112 ... 208 208 208]
im6189.png,happy,[244 244 244 ... 213 213 213]
im4985.png,happy,[133 133 133 ...  57  57  57]
im265.png,happy,[41 41 41 ... 85 85 85]
im3594.png,happy,[77 77 77 ... 86 86 86]
im3934.png,happy,[156 156 156 ...  79  79  79]
im258.png,happy,[254 254 254 ... 254 254 254]
im5223.png,happy,[32 32 32 ... 63 63 63]
im2871.png,happy,[ 70  70  70 ... 203 203 203]
im5742.png,happy,[ 61  61  61 ... 197 197 197]
im5052.png,happy,[32 32 32 ... 92 92 92]
im2333.png,happy,[211 211 211 ... 179 179 179]
im1547.png,happy,[ 56  56  56 ... 126 126 126]
im3359.png,happy,[218 218 218 ... 229 229 229]
im7151.png,happy,[21 21 21 ...  6  6  6]
im1997.png,happy,[230 230 230 ... 211 211 211]
im2131.png,happy,[192 192 192 ...  98  98  98]
im2965.png,happy,[252 252 252 ... 162 162 162]
im864.png,happy,[74 74 74 ... 92 92 92]
im3989.png,happy,[ 17  17  17 ... 152 152 152]
im6619.png,happy,[  0   0   0 ... 146 146 146]
im388.png,happy,[255 255 255 ...   0   0   0]
im977.png,happy,[122 122 122 ... 203 203 203]
im231.png,happy,[ 91  91  91 ... 118 118 118]
im3825.png,happy,[195 195 195 ...  77  77  77]
im1124.png,happy,[249 249 249 ... 251 251 251]
im3222.png,happy,[125 125 125 ...  73  73  73]
im521.png,happy,[131 131 131 ... 155 155 155]
im1338.png,happy,[222 222 222 ... 255 255 255]
im4289.png,happy,[57 57 57 ... 49 49 49]
im3302.png,happy,[219 219 219 ...  22  22  22]
im420.png,happy,[ 64  64  64 ... 113 113 113]
im3983.png,happy,[255 255 255 ... 178 178 178]
im4507.png,happy,[254 254 254 ... 254 254 254]
im968.png,happy,[23 23 23 ... 83 83 83]
im2822.png,happy,[224 224 224 ...  64  64  64]
im2121.png,happy,[ 54  54  54 ... 227 227 227]
im2105.png,happy,[206 206 206 ...  80  80  80]
im3105.png,happy,[72 72 72 ... 33 33 33]
im2926.png,happy,[134 134 134 ...  74  74  74]
im6279.png,happy,[163 163 163 ...  43  43  43]
im7070.png,happy,[255 255 255 ... 143 143 143]
im5375.png,happy,[122 122 122 ...  51  51  51]
im5950.png,happy,[ 76  76  76 ... 132 132 132]
im1886.png,happy,[205 205 205 ...  55  55  55]
im5174.png,happy,[255 255 255 ...  13  13  13]
im5171.png,happy,[255 255 255 ...   8   8   8]
im3291.png,happy,[47 47 47 ...  0  0  0]
im907.png,happy,[144 144 144 ... 149 149 149]
im129.png,happy,[236 236 236 ... 122 122 122]
im3609.png,happy,[ 10  10  10 ... 229 229 229]
im5419.png,happy,[255 255 255 ... 128 128 128]
im2690.png,happy,[116 116 116 ... 219 219 219]
im6826.png,happy,[138 138 138 ... 112 112 112]
im5429.png,happy,[11 11 11 ... 69 69 69]
im2283.png,happy,[ 20  20  20 ... 161 161 161]
im2231.png,happy,[ 50  50  50 ... 124 124 124]
im4243.png,happy,[ 31  31  31 ... 255 255 255]
im2908.png,happy,[ 93  93  93 ... 221 221 221]
im4916.png,happy,[255 255 255 ... 255 255 255]
im1977.png,happy,[45 45 45 ... 29 29 29]
im453.png,happy,[ 58  58  58 ... 114 114 114]
im3931.png,happy,[237 237 237 ...  65  65  65]
im924.png,happy,[213 213 213 ... 234 234 234]
im301.png,happy,[139 139 139 ... 252 252 252]
im3640.png,happy,[13 13 13 ... 14 14 14]
im3171.png,happy,[29 29 29 ... 62 62 62]
im6866.png,happy,[34 34 34 ... 22 22 22]
im6720.png,happy,[ 61  61  61 ... 157 157 157]
im5898.png,happy,[ 30  30  30 ... 243 243 243]
im200.png,happy,[243 243 243 ...  26  26  26]
im655.png,happy,[  5   5   5 ... 108 108 108]
im6288.png,happy,[140 140 140 ... 162 162 162]
im3586.png,happy,[ 19  19  19 ... 140 140 140]
im1006.png,happy,[226 226 226 ...  53  53  53]
im750.png,happy,[112 112 112 ...  19  19  19]
im3355.png,happy,[38 38 38 ... 89 89 89]
im1526.png,happy,[94 94 94 ... 54 54 54]
im480.png,happy,[240 240 240 ... 189 189 189]
im2381.png,happy,[  3   3   3 ... 156 156 156]
im6165.png,happy,[63 63 63 ... 33 33 33]
im5017.png,happy,[187 187 187 ...  80  80  80]
im5607.png,happy,[ 2  2  2 ... 17 17 17]
im3134.png,happy,[22 22 22 ...  6  6  6]
im3411.png,happy,[ 7  7  7 ... 48 48 48]
im1236.png,happy,[137 137 137 ... 107 107 107]
im722.png,happy,[146 146 146 ...  29  29  29]
im3636.png,happy,[33 33 33 ... 52 52 52]
im5526.png,happy,[3 3 3 ... 2 2 2]
im1957.png,happy,[109 109 109 ... 243 243 243]
im4447.png,happy,[78 78 78 ...  1  1  1]
im473.png,happy,[245 245 245 ...  90  90  90]
im2052.png,happy,[204 204 204 ...  23  23  23]
im2132.png,happy,[148 148 148 ... 160 160 160]
im5502.png,happy,[208 208 208 ... 188 188 188]
im4776.png,happy,[101 101 101 ...  13  13  13]
im901.png,happy,[118 118 118 ...  32  32  32]
im4355.png,happy,[ 93  93  93 ... 249 249 249]
im55.png,happy,[26 26 26 ... 56 56 56]
im2108.png,happy,[54 54 54 ... 31 31 31]
im2434.png,happy,[ 14  14  14 ... 212 212 212]
im3725.png,happy,[114 114 114 ... 212 212 212]
im5157.png,happy,[5 5 5 ... 4 4 4]
im6979.png,happy,[217 217 217 ...  63  63  63]
im6365.png,happy,[ 42  42  42 ... 205 205 205]
im562.png,happy,[115 115 115 ... 182 182 182]
im6604.png,happy,[ 88  88  88 ... 252 252 252]
im1828.png,happy,[255 255 255 ... 255 255 255]
im514.png,happy,[154 154 154 ...  61  61  61]
im1297.png,happy,[21 21 21 ... 63 63 63]
im3976.png,happy,[51 51 51 ...  9  9  9]
im711.png,happy,[129 129 129 ... 117 117 117]
im2253.png,happy,[115 115 115 ...  37  37  37]
im5389.png,happy,[137 137 137 ...  16  16  16]
im6680.png,happy,[255 255 255 ...  22  22  22]
im5677.png,happy,[81 81 81 ... 15 15 15]
im3405.png,happy,[ 79  79  79 ... 223 223 223]
im6644.png,happy,[63 63 63 ...  7  7  7]
im1976.png,happy,[205 205 205 ... 231 231 231]
im6762.png,happy,[ 52  52  52 ... 214 214 214]
im5658.png,happy,[246 246 246 ... 167 167 167]
im5246.png,happy,[ 16  16  16 ... 224 224 224]
im1787.png,happy,[209 209 209 ... 135 135 135]
im3330.png,happy,[158 158 158 ...  74  74  74]
im4262.png,happy,[ 58  58  58 ... 112 112 112]
im1225.png,happy,[255 255 255 ... 122 122 122]
im6148.png,happy,[ 52  52  52 ... 168 168 168]
im3008.png,happy,[119 119 119 ...  88  88  88]
im1498.png,happy,[127 127 127 ...  72  72  72]
im6240.png,happy,[59 59 59 ... 78 78 78]
im3968.png,happy,[ 49  49  49 ... 251 251 251]
im5093.png,happy,[138 138 138 ... 114 114 114]
im399.png,happy,[ 23  23  23 ... 213 213 213]
im5811.png,happy,[128 128 128 ...  14  14  14]
im6697.png,happy,[255 255 255 ... 255 255 255]
im3700.png,happy,[26 26 26 ... 10 10 10]
im1898.png,happy,[242 242 242 ... 230 230 230]
im2153.png,happy,[175 175 175 ...  73  73  73]
im5945.png,happy,[186 186 186 ... 136 136 136]
im4963.png,happy,[112 112 112 ...   9   9   9]
im4609.png,happy,[13 13 13 ... 13 13 13]
im1858.png,happy,[99 99 99 ...  7  7  7]
im5215.png,happy,[131 131 131 ... 102 102 102]
im2867.png,happy,[54 54 54 ... 75 75 75]
im4573.png,happy,[153 153 153 ... 108 108 108]
im3656.png,happy,[ 95  95  95 ... 164 164 164]
im4190.png,happy,[245 245 245 ... 254 254 254]
im25.png,happy,[ 87  87  87 ... 133 133 133]
im5849.png,happy,[ 82  82  82 ... 160 160 160]
im6110.png,happy,[136 136 136 ... 140 140 140]
im1027.png,happy,[ 84  84  84 ... 189 189 189]
im4791.png,happy,[133 133 133 ... 198 198 198]
im3477.png,happy,[142 142 142 ... 216 216 216]
im3475.png,happy,[216 216 216 ... 148 148 148]
im3193.png,happy,[162 162 162 ...  36  36  36]
im3712.png,happy,[246 246 246 ... 139 139 139]
im3314.png,happy,[255 255 255 ... 255 255 255]
im2779.png,happy,[ 32  32  32 ... 106 106 106]
im3466.png,happy,[190 190 190 ... 209 209 209]
im2408.png,happy,[246 246 246 ...  28  28  28]
im3412.png,happy,[139 139 139 ... 181 181 181]
im5996.png,happy,[ 38  38  38 ... 255 255 255]
im5641.png,happy,[216 216 216 ... 162 162 162]
im1447.png,happy,[ 2  2  2 ... 35 35 35]
im5963.png,happy,[ 72  72  72 ... 127 127 127]
im1288.png,happy,[178 178 178 ... 188 188 188]
im5653.png,happy,[163 163 163 ... 162 162 162]
im5012.png,happy,[253 253 253 ... 128 128 128]
im4626.png,happy,[ 69  69  69 ... 240 240 240]
im6516.png,happy,[164 164 164 ...  51  51  51]
im1530.png,happy,[154 154 154 ...  96  96  96]
im2687.png,happy,[147 147 147 ... 110 110 110]
im5483.png,happy,[227 227 227 ...  72  72  72]
im1160.png,happy,[  2   2   2 ... 158 158 158]
im2631.png,happy,[142 142 142 ...  83  83  83]
im1786.png,happy,[79 79 79 ... 84 84 84]
im7001.png,happy,[70 70 70 ... 48 48 48]
im4952.png,happy,[8 8 8 ... 8 8 8]
im1895.png,happy,[205 205 205 ... 135 135 135]
im524.png,happy,[216 216 216 ... 231 231 231]
im2219.png,happy,[ 1  1  1 ... 70 70 70]
im4864.png,happy,[26 26 26 ... 23 23 23]
im3612.png,happy,[74 74 74 ... 26 26 26]
im4602.png,happy,[138 138 138 ...  49  49  49]
im3063.png,happy,[128 128 128 ... 136 136 136]
im3800.png,happy,[ 3  3  3 ... 70 70 70]
im2257.png,happy,[250 250 250 ... 196 196 196]
im656.png,happy,[114 114 114 ... 211 211 211]
im6259.png,happy,[110 110 110 ... 195 195 195]
im88.png,happy,[255 255 255 ...   8   8   8]
im660.png,happy,[222 222 222 ... 211 211 211]
im2547.png,happy,[207 207 207 ...   0   0   0]
im3452.png,happy,[8 8 8 ... 5 5 5]
im2760.png,happy,[174 174 174 ...  57  57  57]
im4201.png,happy,[252 252 252 ...  38  38  38]
im2375.png,happy,[44 44 44 ... 56 56 56]
im519.png,happy,[162 162 162 ... 178 178 178]
im6283.png,happy,[158 158 158 ...  26  26  26]
im4180.png,happy,[ 0  0  0 ... 54 54 54]
im4965.png,happy,[242 242 242 ...  94  94  94]
im6957.png,happy,[73 73 73 ... 54 54 54]
im1103.png,happy,[202 202 202 ... 203 203 203]
im6179.png,happy,[35 35 35 ... 18 18 18]
im6578.png,happy,[151 151 151 ...  98  98  98]
im3807.png,happy,[ 39  39  39 ... 235 235 235]
im4827.png,happy,[26 26 26 ... 97 97 97]
im680.png,happy,[ 48  48  48 ... 175 175 175]
im4267.png,happy,[ 64  64  64 ... 131 131 131]
im404.png,happy,[213 213 213 ... 165 165 165]
im2119.png,happy,[ 35  35  35 ... 172 172 172]
im397.png,happy,[87 87 87 ... 28 28 28]
im4525.png,happy,[157 157 157 ...  26  26  26]
im6532.png,happy,[110 110 110 ... 185 185 185]
im4143.png,happy,[113 113 113 ...  17  17  17]
im4974.png,happy,[21 21 21 ... 35 35 35]
im6597.png,happy,[234 234 234 ... 212 212 212]
im443.png,happy,[  2   2   2 ... 209 209 209]
im3184.png,happy,[223 223 223 ... 109 109 109]
im130.png,happy,[27 27 27 ...  1  1  1]
im1290.png,happy,[ 30  30  30 ... 100 100 100]
im1143.png,happy,[253 253 253 ... 187 187 187]
im5577.png,happy,[  6   6   6 ... 113 113 113]
im2777.png,happy,[183 183 183 ... 158 158 158]
im1179.png,happy,[2 2 2 ... 3 3 3]
im2851.png,happy,[14 14 14 ... 90 90 90]
im2702.png,happy,[239 239 239 ... 236 236 236]
im1228.png,happy,[250 250 250 ...  30  30  30]
im2856.png,happy,[255 255 255 ...  13  13  13]
im5563.png,happy,[254 254 254 ...  54  54  54]
im592.png,happy,[100 100 100 ...   1   1   1]
im6065.png,happy,[159 159 159 ... 139 139 139]
im6263.png,happy,[249 249 249 ...  45  45  45]
im1177.png,happy,[185 185 185 ...  65  65  65]
im3061.png,happy,[218 218 218 ... 254 254 254]
im4010.png,happy,[ 6  6  6 ... 31 31 31]
im6360.png,happy,[240 240 240 ... 154 154 154]
im1483.png,happy,[ 7  7  7 ... 16 16 16]
im1965.png,happy,[137 137 137 ...  23  23  23]
im4151.png,happy,[ 58  58  58 ... 235 235 235]
im2385.png,happy,[57 57 57 ... 55 55 55]
im2096.png,happy,[ 64  64  64 ... 221 221 221]
im5868.png,happy,[ 66  66  66 ... 181 181 181]
im3951.png,happy,[160 160 160 ... 242 242 242]
im2311.png,happy,[218 218 218 ... 113 113 113]
im5944.png,happy,[78 78 78 ... 68 68 68]
im954.png,happy,[212 212 212 ...  27  27  27]
im23.png,happy,[153 153 153 ... 196 196 196]
im4072.png,happy,[ 33  33  33 ... 146 146 146]
im4506.png,happy,[254 254 254 ... 202 202 202]
im3674.png,happy,[152 152 152 ... 121 121 121]
im3515.png,happy,[180 180 180 ...  53  53  53]
im944.png,happy,[183 183 183 ...  88  88  88]
im4766.png,happy,[31 31 31 ... 48 48 48]
im6222.png,happy,[90 90 90 ... 86 86 86]
im6973.png,happy,[252 252 252 ... 255 255 255]
im71.png,happy,[ 30  30  30 ... 169 169 169]
im4461.png,happy,[129 129 129 ... 254 254 254]
im2156.png,happy,[ 28  28  28 ... 106 106 106]
im455.png,happy,[233 233 233 ... 210 210 210]
im4701.png,happy,[95 95 95 ...  3  3  3]
im300.png,happy,[ 76  76  76 ... 179 179 179]
im5581.png,happy,[11 11 11 ...  4  4  4]
im2319.png,happy,[113 113 113 ... 187 187 187]
im4205.png,happy,[183 183 183 ... 146 146 146]
im92.png,happy,[40 40 40 ... 47 47 47]
im4851.png,happy,[251 251 251 ... 252 252 252]
im6941.png,happy,[  0   0   0 ... 255 255 255]
im4326.png,happy,[ 25  25  25 ... 119 119 119]
im6040.png,happy,[159 159 159 ...  45  45  45]
im120.png,happy,[114 114 114 ...  85  85  85]
im543.png,happy,[145 145 145 ... 159 159 159]
im6995.png,happy,[43 43 43 ... 27 27 27]
im1588.png,happy,[225 225 225 ... 176 176 176]
im2518.png,happy,[255 255 255 ... 204 204 204]
im4481.png,happy,[ 8  8  8 ... 12 12 12]
im4743.png,happy,[171 171 171 ... 177 177 177]
im436.png,happy,[44 44 44 ...  0  0  0]
im4577.png,happy,[113 113 113 ...  75  75  75]
im5387.png,happy,[67 67 67 ... 59 59 59]
im3676.png,happy,[ 22  22  22 ... 190 190 190]
im409.png,happy,[195 195 195 ... 227 227 227]
im593.png,happy,[253 253 253 ... 239 239 239]
im450.png,happy,[27 27 27 ... 41 41 41]
im1806.png,happy,[255 255 255 ... 166 166 166]
im5786.png,happy,[50 50 50 ... 52 52 52]
im5733.png,happy,[221 221 221 ... 231 231 231]
im2861.png,happy,[240 240 240 ... 233 233 233]
im2526.png,happy,[ 96  96  96 ... 115 115 115]
im3937.png,happy,[138 138 138 ... 162 162 162]
im4868.png,happy,[44 44 44 ... 76 76 76]
im2624.png,happy,[ 4  4  4 ... 33 33 33]
im4385.png,happy,[25 25 25 ... 40 40 40]
im2128.png,happy,[116 116 116 ... 220 220 220]
im286.png,happy,[108 108 108 ...  57  57  57]
im4419.png,happy,[116 116 116 ... 242 242 242]
im4432.png,happy,[225 225 225 ... 160 160 160]
im586.png,happy,[210 210 210 ...  30  30  30]
im6946.png,happy,[253 253 253 ... 120 120 120]
im4407.png,happy,[160 160 160 ... 198 198 198]
im5395.png,happy,[ 7  7  7 ... 18 18 18]
im5469.png,happy,[11 11 11 ... 30 30 30]
im1586.png,happy,[141 141 141 ... 241 241 241]
im2386.png,happy,[ 68  68  68 ... 146 146 146]
im1726.png,happy,[255 255 255 ...  79  79  79]
im3955.png,happy,[ 16  16  16 ... 179 179 179]
im4162.png,happy,[241 241 241 ...  28  28  28]
im998.png,happy,[253 253 253 ... 255 255 255]
im6254.png,happy,[45 45 45 ... 45 45 45]
im3847.png,happy,[162 162 162 ... 183 183 183]
im4445.png,happy,[ 12  12  12 ... 161 161 161]
im3289.png,happy,[47 47 47 ...  6  6  6]
